inventor,inventorLabel,genderLabel,countryLabel
http://www.wikidata.org/entity/Q2283465,Siegfried Junghans,masculin,Allemagne
http://www.wikidata.org/entity/Q2259038,Louis-Émile Bertin,masculin,France
http://www.wikidata.org/entity/Q2421994,Thomas Alva Edison Jr.,masculin,États-Unis
http://www.wikidata.org/entity/Q2529363,William Strutt,masculin,Royaume-Uni de Grande-Bretagne et d'Irlande
http://www.wikidata.org/entity/Q2367917,Lud Verhees,masculin,Royaume des Pays-Bas
http://www.wikidata.org/entity/Q2304181,Thaddeus S. C. Lowe,masculin,États-Unis
http://www.wikidata.org/entity/Q2426204,Thomas Mudge,masculin,royaume de Grande-Bretagne
http://www.wikidata.org/entity/Q2370946,Sven Berglund,masculin,Suède
http://www.wikidata.org/entity/Q2221532,Cees Snoeij,masculin,Royaume des Pays-Bas
http://www.wikidata.org/entity/Q2355541,Vasili Sjkondin,masculin,Russie
http://www.wikidata.org/entity/Q2442751,Stanley Mazor,masculin,États-Unis
http://www.wikidata.org/entity/Q2336160,Julian Ochorowicz,masculin,Empire russe
http://www.wikidata.org/entity/Q2464585,James Churchward,masculin,Royaume-Uni
http://www.wikidata.org/entity/Q2282791,William Snow Harris,masculin,Royaume-Uni de Grande-Bretagne et d'Irlande
http://www.wikidata.org/entity/Q2556461,Eli Terry,masculin,États-Unis
http://www.wikidata.org/entity/Q2483013,Bruno Abakanowicz,masculin,Empire russe
http://www.wikidata.org/entity/Q2574208,Wilhelm Meyer,masculin,Allemagne
http://www.wikidata.org/entity/Q2389684,Donald Duncan,masculin,États-Unis
http://www.wikidata.org/entity/Q2336160,Julian Ochorowicz,masculin,Cisleithanie
http://www.wikidata.org/entity/Q2578277,William Church,masculin,États-Unis
http://www.wikidata.org/entity/Q2374697,Maurice Ward,masculin,Royaume-Uni
http://www.wikidata.org/entity/Q2553963,Benjamin Huntsman,masculin,royaume de Grande-Bretagne
http://www.wikidata.org/entity/Q2578168,William Bullock,masculin,États-Unis
http://www.wikidata.org/entity/Q2390035,Roger Sylvand,masculin,France
http://www.wikidata.org/entity/Q2286799,Silvio Crespi,masculin,royaume d'Italie
http://www.wikidata.org/entity/Q2467332,Joseph-Michel Montgolfier,masculin,France
http://www.wikidata.org/entity/Q2357840,Robert Fischell,masculin,États-Unis
http://www.wikidata.org/entity/Q2392382,George de Bothezat,masculin,États-Unis
http://www.wikidata.org/entity/Q2578277,William Church,masculin,royaume de Grande-Bretagne
http://www.wikidata.org/entity/Q2469000,Elliot Handler,masculin,États-Unis
http://www.wikidata.org/entity/Q2562613,Werner Sell,masculin,Allemagne
http://www.wikidata.org/entity/Q2366114,George Washington,masculin,États-Unis
http://www.wikidata.org/entity/Q2366114,George Washington,masculin,Royaume-Uni
http://www.wikidata.org/entity/Q2308660,Roland Moreno,masculin,France
http://www.wikidata.org/entity/Q2344473,Stephen Benton,masculin,États-Unis
http://www.wikidata.org/entity/Q2576356,Jānis Polis,masculin,Union soviétique
http://www.wikidata.org/entity/Q2576356,Jānis Polis,masculin,Lettonie
http://www.wikidata.org/entity/Q2516536,Thomas Sutton,masculin,Royaume-Uni de Grande-Bretagne et d'Irlande
http://www.wikidata.org/entity/Q2422621,John Carden,masculin,Royaume-Uni
http://www.wikidata.org/entity/Q2567825,Joseph Saxton,masculin,États-Unis
http://www.wikidata.org/entity/Q2230294,William P. Murphy Jr.,masculin,États-Unis
http://www.wikidata.org/entity/Q2471271,Artyom Alikhanian,masculin,Union soviétique
http://www.wikidata.org/entity/Q2568271,Harvey Fletcher,masculin,États-Unis
http://www.wikidata.org/entity/Q2568906,Vincent Hugo Bendix,masculin,États-Unis
http://www.wikidata.org/entity/Q2249330,Seth Lover,masculin,États-Unis
http://www.wikidata.org/entity/Q2392382,George de Bothezat,masculin,Empire russe
http://www.wikidata.org/entity/Q2433868,Tim Christian Lüth,masculin,Allemagne
http://www.wikidata.org/entity/Q2422621,John Carden,masculin,Royaume-Uni de Grande-Bretagne et d'Irlande
http://www.wikidata.org/entity/Q2424093,Thomas Godfrey,masculin,États-Unis
http://www.wikidata.org/entity/Q2347079,Steve Kirsch,masculin,États-Unis
http://www.wikidata.org/entity/Q2313156,Fred Ott,masculin,États-Unis
http://www.wikidata.org/entity/Q2572744,Wilhelm Fröhlich,masculin,Suisse
http://www.wikidata.org/entity/Q2272384,Serge Alexander Scherbatskoy,masculin,États-Unis
http://www.wikidata.org/entity/Q2471271,Artyom Alikhanian,masculin,Empire russe
http://www.wikidata.org/entity/Q2273039,Artemy Lebedev,masculin,Russie
http://www.wikidata.org/entity/Q2543872,Aleksandr Ėmmanuilovič Nudel'man,masculin,Union soviétique
http://www.wikidata.org/entity/Q2543872,Aleksandr Ėmmanuilovič Nudel'man,masculin,Russie
http://www.wikidata.org/entity/Q2572085,Wilhelm Breithaupt,masculin,Allemagne
http://www.wikidata.org/entity/Q2496381,John Robison,masculin,royaume de Grande-Bretagne
http://www.wikidata.org/entity/Q2473030,Andreï Nartov,masculin,tsarat de Moscou
http://www.wikidata.org/entity/Q2496381,John Robison,masculin,Royaume-Uni de Grande-Bretagne et d'Irlande
http://www.wikidata.org/entity/Q2575279,Wilhelm Stolz,masculin,Allemagne
http://www.wikidata.org/entity/Q2575510,Wilhelm Vogelbusch,masculin,Allemagne
http://www.wikidata.org/entity/Q2522420,Q2522420,masculin,Suisse
http://www.wikidata.org/entity/Q2472683,Lucien Olivier,masculin,Empire russe
http://www.wikidata.org/entity/Q2275750,Cyril Pullin,masculin,Royaume-Uni
http://www.wikidata.org/entity/Q2576639,Willard Custer,masculin,États-Unis
http://www.wikidata.org/entity/Q2576967,Willi Brockmann,masculin,Allemagne
http://www.wikidata.org/entity/Q2524237,Viktor Dulger,masculin,Allemagne
http://www.wikidata.org/entity/Q2473030,Andreï Nartov,masculin,Empire russe
http://www.wikidata.org/entity/Q1387109,Kārlis Johansons,masculin,Empire russe
http://www.wikidata.org/entity/Q1352633,Samuel W. Alderson,masculin,États-Unis
http://www.wikidata.org/entity/Q1352774,Erich Lutter,masculin,Allemagne
http://www.wikidata.org/entity/Q1360589,Georges Lakhovsky,masculin,Empire russe
http://www.wikidata.org/entity/Q1390536,Jacob Goedecker,masculin,Allemagne
http://www.wikidata.org/entity/Q1406675,Johann Heinrich Erhardt,masculin,Allemagne
http://www.wikidata.org/entity/Q1353638,Ian Wilmut,masculin,Royaume-Uni
http://www.wikidata.org/entity/Q1379164,Taqi al-Din,masculin,Syrie
http://www.wikidata.org/entity/Q1360120,Ernst Schneider,masculin,Autriche
http://www.wikidata.org/entity/Q1354099,Erik Rotheim,masculin,Norvège
http://www.wikidata.org/entity/Q1354261,Ray Dolby,masculin,États-Unis
http://www.wikidata.org/entity/Q1354864,Traian Vuia,masculin,France
http://www.wikidata.org/entity/Q1390838,Isaac Pitman,masculin,Royaume-Uni de Grande-Bretagne et d'Irlande
http://www.wikidata.org/entity/Q1405495,Ferdinand Kleemann,masculin,Allemagne
http://www.wikidata.org/entity/Q1379844,Humberto Fernández Morán,masculin,Venezuela
http://www.wikidata.org/entity/Q1355182,Robert Stevenson,masculin,Royaume-Uni de Grande-Bretagne et d'Irlande
http://www.wikidata.org/entity/Q1393985,Siavash Alamouti,masculin,Iran
http://www.wikidata.org/entity/Q1380473,Gabriel Gurméndez,masculin,Uruguay
http://www.wikidata.org/entity/Q1353340,Sidney Gilchrist Thomas,masculin,Royaume-Uni de Grande-Bretagne et d'Irlande
http://www.wikidata.org/entity/Q1379164,Taqi al-Din,masculin,Empire ottoman
http://www.wikidata.org/entity/Q1407717,Sam Browne,masculin,Royaume-Uni de Grande-Bretagne et d'Irlande
http://www.wikidata.org/entity/Q1381489,Garrett Brown,masculin,États-Unis
http://www.wikidata.org/entity/Q1353064,Maurice Lévy,masculin,France
http://www.wikidata.org/entity/Q1409632,Harald Popp,masculin,Allemagne
http://www.wikidata.org/entity/Q1355479,James Beaumont Neilson,masculin,Écosse
http://www.wikidata.org/entity/Q1363897,William Friese-Greene,masculin,Royaume-Uni de Grande-Bretagne et d'Irlande
http://www.wikidata.org/entity/Q1395527,Thomas Davenport,masculin,États-Unis
http://www.wikidata.org/entity/Q1354864,Traian Vuia,masculin,royaume de Roumanie
http://www.wikidata.org/entity/Q1353851,Fedir Pirotsky,masculin,Empire russe
http://www.wikidata.org/entity/Q1388494,William Lyman,masculin,États-Unis
http://www.wikidata.org/entity/Q1382402,John T. Thompson,masculin,États-Unis
http://www.wikidata.org/entity/Q1396131,Wilbur Wright,masculin,États-Unis
http://www.wikidata.org/entity/Q1380335,William Banting,masculin,royaume de Grande-Bretagne
http://www.wikidata.org/entity/Q1380335,William Banting,masculin,Royaume-Uni de Grande-Bretagne et d'Irlande
http://www.wikidata.org/entity/Q1396305,Sergueï Lebedev,masculin,Union soviétique
http://www.wikidata.org/entity/Q1382844,Ewald Kienle,masculin,Allemagne
http://www.wikidata.org/entity/Q1383002,Herbert Eugene Ives,masculin,États-Unis
http://www.wikidata.org/entity/Q1383491,Fredrik Rosing Bull,masculin,Norvège
http://www.wikidata.org/entity/Q1348214,Sebastian Ziani de Ferranti,masculin,Royaume-Uni
http://www.wikidata.org/entity/Q1366523,Louis-Sébastien Lenormand,masculin,France
http://www.wikidata.org/entity/Q1366645,Gersh Budker,masculin,Union soviétique
http://www.wikidata.org/entity/Q1409652,William Fothergill Cooke,masculin,Royaume-Uni de Grande-Bretagne et d'Irlande
http://www.wikidata.org/entity/Q1348533,Tolbert Lanston,masculin,États-Unis
http://www.wikidata.org/entity/Q1397650,Thomas A. Watson,masculin,États-Unis
http://www.wikidata.org/entity/Q1382297,John Roebuck,masculin,royaume de Grande-Bretagne
http://www.wikidata.org/entity/Q1398876,Joseph Engelberger,masculin,États-Unis
http://www.wikidata.org/entity/Q1356328,James David Forbes,masculin,Royaume-Uni de Grande-Bretagne et d'Irlande
http://www.wikidata.org/entity/Q1347934,William Thornton,masculin,Royaume-Uni de Grande-Bretagne et d'Irlande
http://www.wikidata.org/entity/Q1349166,Michael Brook,masculin,Canada
http://www.wikidata.org/entity/Q1348741,Václav Klement,masculin,Autriche-Hongrie
http://www.wikidata.org/entity/Q1398940,Josef Pallweber,masculin,Autriche
http://www.wikidata.org/entity/Q1357763,Gottfried Heinrich Melzer,masculin,Allemagne
http://www.wikidata.org/entity/Q1405776,Ferdinand Schneider,masculin,Allemagne
http://www.wikidata.org/entity/Q1356467,Ernest Monnington Bowden,masculin,Royaume-Uni de Grande-Bretagne et d'Irlande
http://www.wikidata.org/entity/Q1358035,Ernst Fehrer,masculin,Autriche
http://www.wikidata.org/entity/Q1398302,Neil Arnott,masculin,Royaume-Uni de Grande-Bretagne et d'Irlande
http://www.wikidata.org/entity/Q1371083,George Herman Babcock,masculin,États-Unis
http://www.wikidata.org/entity/Q1401113,Rafi Haladjian,masculin,France
http://www.wikidata.org/entity/Q1371870,Geoffrey R. Ball,masculin,États-Unis
http://www.wikidata.org/entity/Q1372371,Eugen Abresch,masculin,Allemagne
http://www.wikidata.org/entity/Q1372731,Nikolaï Nikitine,masculin,Union soviétique
http://www.wikidata.org/entity/Q1385893,Jonas Wenström,masculin,Suède
http://www.wikidata.org/entity/Q1402650,Giuseppe Mario Bellanca,masculin,États-Unis
http://www.wikidata.org/entity/Q1402650,Giuseppe Mario Bellanca,masculin,Italie
http://www.wikidata.org/entity/Q1387109,Kārlis Johansons,masculin,Union soviétique
http://www.wikidata.org/entity/Q1387109,Kārlis Johansons,masculin,Lettonie
http://www.wikidata.org/entity/Q1387401,Trevor Baylis,masculin,Royaume-Uni
http://www.wikidata.org/entity/Q1359713,Ernst Paul Lehmann,masculin,Allemagne
http://www.wikidata.org/entity/Q1359798,Ernst Pohl,masculin,Allemagne
http://www.wikidata.org/entity/Q1360512,Ernst Walter Ruhmer,masculin,Allemagne
http://www.wikidata.org/entity/Q1351389,Pierre Michaux,masculin,France
http://www.wikidata.org/entity/Q1360567,Ernst Werndl,masculin,Autriche
http://www.wikidata.org/entity/Q1360589,Georges Lakhovsky,masculin,France
http://www.wikidata.org/entity/Q1360590,Werner Beiter,masculin,Allemagne
http://www.wikidata.org/entity/Q1373929,Robert Kearns,masculin,États-Unis
http://www.wikidata.org/entity/Q1374080,Paul MacCready,masculin,États-Unis
http://www.wikidata.org/entity/Q1403336,F. Benedict Herzog,masculin,États-Unis
http://www.wikidata.org/entity/Q1387801,Thomas Eugene Kurtz,masculin,États-Unis
http://www.wikidata.org/entity/Q1388187,Juanelo Turriano,masculin,Espagne
http://www.wikidata.org/entity/Q1388187,Juanelo Turriano,masculin,Italie
http://www.wikidata.org/entity/Q1374103,Eugène Bourdon,masculin,France
http://www.wikidata.org/entity/Q1374600,Momolu Duwalu Bukele,masculin,Liberia
http://www.wikidata.org/entity/Q1351565,Octave Chanute,masculin,États-Unis
http://www.wikidata.org/entity/Q1351565,Octave Chanute,masculin,France
http://www.wikidata.org/entity/Q1351738,John Adams Whipple,masculin,États-Unis
http://www.wikidata.org/entity/Q1418812,Frederick James Rowan,masculin,Irlande
http://www.wikidata.org/entity/Q1351884,Robert N. Hall,masculin,États-Unis
http://www.wikidata.org/entity/Q1361553,Isaac Newton Lewis,masculin,États-Unis
http://www.wikidata.org/entity/Q1388898,George Brayton,masculin,États-Unis
http://www.wikidata.org/entity/Q1375548,Ferdinand Carré,masculin,France
http://www.wikidata.org/entity/Q1402650,Giuseppe Mario Bellanca,masculin,royaume d'Italie
http://www.wikidata.org/entity/Q1360179,John Byrom,masculin,royaume de Grande-Bretagne
http://www.wikidata.org/entity/Q1360512,Ernst Walter Ruhmer,masculin,Empire allemand
http://www.wikidata.org/entity/Q1402988,Felice Matteucci,masculin,royaume d'Italie
http://www.wikidata.org/entity/Q1352400,Erich Heinzig,masculin,Allemagne
http://www.wikidata.org/entity/Q1389687,Kenneth H. Cooper,masculin,États-Unis
http://www.wikidata.org/entity/Q1373295,John Shore,masculin,royaume de Grande-Bretagne
http://www.wikidata.org/entity/Q1373297,Eugenio Barsanti,masculin,royaume d'Italie
http://www.wikidata.org/entity/Q1374031,Robert William Thomson,masculin,Royaume-Uni de Grande-Bretagne et d'Irlande
http://www.wikidata.org/entity/Q1390159,Kārlis Irbītis,masculin,Lettonie
http://www.wikidata.org/entity/Q289631,Norman Selfe,masculin,Australie
http://www.wikidata.org/entity/Q310720,Thomas Savery,masculin,royaume de Grande-Bretagne
http://www.wikidata.org/entity/Q310720,Thomas Savery,masculin,royaume d'Angleterre
http://www.wikidata.org/entity/Q314681,André-Jacques Garnerin,masculin,France
http://www.wikidata.org/entity/Q297469,Leo Fender,masculin,États-Unis
http://www.wikidata.org/entity/Q280301,Igor Volk,masculin,Russie
http://www.wikidata.org/entity/Q314043,Artem Mikoïan,masculin,Empire russe
http://www.wikidata.org/entity/Q299595,Vannevar Bush,masculin,États-Unis
http://www.wikidata.org/entity/Q285283,Robert W. Gore,masculin,États-Unis
http://www.wikidata.org/entity/Q314419,Ettore Bugatti,masculin,royaume d'Italie
http://www.wikidata.org/entity/Q294234,Trofim Lyssenko,masculin,Union soviétique
http://www.wikidata.org/entity/Q299723,Howard Aiken,masculin,États-Unis
http://www.wikidata.org/entity/Q314558,Ferdinand II de Médicis,masculin,grand-duché de Toscane
http://www.wikidata.org/entity/Q310347,Pavel Soukhoï,masculin,République populaire biélorusse
http://www.wikidata.org/entity/Q313595,Sequoyah,masculin,États-Unis
http://www.wikidata.org/entity/Q312011,Isaac Merritt Singer,masculin,États-Unis
http://www.wikidata.org/entity/Q315231,Jacques Piccard,masculin,Suisse
http://www.wikidata.org/entity/Q299565,William Henry Fox Talbot,masculin,royaume de Grande-Bretagne
http://www.wikidata.org/entity/Q299565,William Henry Fox Talbot,masculin,Royaume-Uni de Grande-Bretagne et d'Irlande
http://www.wikidata.org/entity/Q312073,Warner Baxter,masculin,États-Unis
http://www.wikidata.org/entity/Q314335,John Harrison,masculin,royaume de Grande-Bretagne
http://www.wikidata.org/entity/Q294234,Trofim Lyssenko,masculin,république socialiste soviétique d'Ukraine
http://www.wikidata.org/entity/Q294234,Trofim Lyssenko,masculin,République russe
http://www.wikidata.org/entity/Q290125,Ephraim Shay,masculin,États-Unis
http://www.wikidata.org/entity/Q301597,Bartolomeo Cristofori,masculin,grand-duché de Toscane
http://www.wikidata.org/entity/Q311814,Giovanni Alfonso Borelli,masculin,royaume de Naples
http://www.wikidata.org/entity/Q312242,Hugo Gernsback,masculin,États-Unis
http://www.wikidata.org/entity/Q312242,Hugo Gernsback,masculin,Luxembourg
http://www.wikidata.org/entity/Q315601,Hiram Maxim,masculin,États-Unis
http://www.wikidata.org/entity/Q290198,Nayef bin Mamdouh bin Abdulaziz Al Saud,masculin,Arabie saoudite
http://www.wikidata.org/entity/Q294234,Trofim Lyssenko,masculin,République populaire ukrainienne
http://www.wikidata.org/entity/Q312017,Stephen Hales,masculin,royaume de Grande-Bretagne
http://www.wikidata.org/entity/Q294234,Trofim Lyssenko,masculin,Empire russe
http://www.wikidata.org/entity/Q301597,Bartolomeo Cristofori,masculin,république de Venise
http://www.wikidata.org/entity/Q316022,Harry Nyquist,masculin,États-Unis
http://www.wikidata.org/entity/Q316022,Harry Nyquist,masculin,Suède
http://www.wikidata.org/entity/Q286094,Émile Lossé,masculin,France
http://www.wikidata.org/entity/Q312547,Frank Whittle,masculin,Royaume-Uni
http://www.wikidata.org/entity/Q280930,Eli Whitney,masculin,États-Unis
http://www.wikidata.org/entity/Q315601,Hiram Maxim,masculin,Royaume-Uni de Grande-Bretagne et d'Irlande
http://www.wikidata.org/entity/Q312680,László Biró,masculin,Hongrie
http://www.wikidata.org/entity/Q312739,Irving Fisher,masculin,États-Unis
http://www.wikidata.org/entity/Q286445,Émile Reynaud,masculin,France
http://www.wikidata.org/entity/Q286469,Sergio Pininfarina,masculin,Italie
http://www.wikidata.org/entity/Q315752,John Frederic Daniell,masculin,Royaume-Uni de Grande-Bretagne et d'Irlande
http://www.wikidata.org/entity/Q296545,Vladimir Zworykin,masculin,États-Unis
http://www.wikidata.org/entity/Q288111,Jabir Ibn Aflah,masculin,Almoravides
http://www.wikidata.org/entity/Q312969,Oleg Antonov,masculin,Union soviétique
http://www.wikidata.org/entity/Q313078,Clément Ader,masculin,France
http://www.wikidata.org/entity/Q298341,Ray Kurzweil,masculin,États-Unis
http://www.wikidata.org/entity/Q282823,Tivadar Puskás,masculin,Hongrie
http://www.wikidata.org/entity/Q316579,Ernst Neumann-Neander,masculin,Allemagne
http://www.wikidata.org/entity/Q302749,Charles Seeberger,masculin,États-Unis
http://www.wikidata.org/entity/Q284088,Juris Upatnieks,masculin,États-Unis
http://www.wikidata.org/entity/Q284088,Juris Upatnieks,masculin,Lettonie
http://www.wikidata.org/entity/Q286469,Sergio Pininfarina,masculin,royaume d'Italie
http://www.wikidata.org/entity/Q313211,Alberto Santos-Dumont,masculin,Brésil
http://www.wikidata.org/entity/Q313211,Alberto Santos-Dumont,masculin,France
http://www.wikidata.org/entity/Q313210,Vladimir Choukhov,masculin,Union soviétique
http://www.wikidata.org/entity/Q296545,Vladimir Zworykin,masculin,République russe
http://www.wikidata.org/entity/Q278414,Benjamin Goodrich,masculin,États-Unis
http://www.wikidata.org/entity/Q296545,Vladimir Zworykin,masculin,République sibérienne
http://www.wikidata.org/entity/Q286976,Gridley Bryant,masculin,États-Unis
http://www.wikidata.org/entity/Q283905,Peter Durand,masculin,royaume de Grande-Bretagne
http://www.wikidata.org/entity/Q283905,Peter Durand,masculin,Royaume-Uni de Grande-Bretagne et d'Irlande
http://www.wikidata.org/entity/Q298581,Jules Janssen,masculin,France
http://www.wikidata.org/entity/Q296898,George Washington Carver,masculin,États-Unis
http://www.wikidata.org/entity/Q313906,James Gregory,masculin,Royaume d'Écosse
http://www.wikidata.org/entity/Q289023,Robert H. Dennard,masculin,États-Unis
http://www.wikidata.org/entity/Q290853,Craig Johnston,masculin,Royaume-Uni
http://www.wikidata.org/entity/Q290853,Craig Johnston,masculin,Australie
http://www.wikidata.org/entity/Q296545,Vladimir Zworykin,masculin,Empire russe
http://www.wikidata.org/entity/Q287121,Bernard de Neumann,masculin,Royaume-Uni
http://www.wikidata.org/entity/Q313603,William James Sidis,masculin,États-Unis
http://www.wikidata.org/entity/Q310347,Pavel Soukhoï,masculin,Union soviétique
http://www.wikidata.org/entity/Q296545,Vladimir Zworykin,masculin,État russe
http://www.wikidata.org/entity/Q277579,James Dewar,masculin,Royaume-Uni de Grande-Bretagne et d'Irlande
http://www.wikidata.org/entity/Q312969,Oleg Antonov,masculin,Empire russe
http://www.wikidata.org/entity/Q294153,Richard Arkwright,masculin,royaume de Grande-Bretagne
http://www.wikidata.org/entity/Q289217,Étienne-Jules Marey,masculin,France
http://www.wikidata.org/entity/Q310594,Ignacy Mościcki,masculin,Pologne
http://www.wikidata.org/entity/Q313947,Henry Laurence Gantt,masculin,États-Unis
http://www.wikidata.org/entity/Q313949,William G. Morgan,masculin,États-Unis
http://www.wikidata.org/entity/Q314043,Artem Mikoïan,masculin,Union soviétique
http://www.wikidata.org/entity/Q313976,Pierre Gustave Toutant de Beauregard,masculin,États-Unis
http://www.wikidata.org/entity/Q314000,King Camp Gillette,masculin,États-Unis
http://www.wikidata.org/entity/Q310201,Henry Bessemer,masculin,Royaume-Uni de Grande-Bretagne et d'Irlande
http://www.wikidata.org/entity/Q313210,Vladimir Choukhov,masculin,Empire russe
http://www.wikidata.org/entity/Q298766,Louis Renault,masculin,France
http://www.wikidata.org/entity/Q311491,William Oughtred,masculin,royaume d'Angleterre
http://www.wikidata.org/entity/Q310347,Pavel Soukhoï,masculin,République russe
http://www.wikidata.org/entity/Q310833,Joseph Marie Jacquard,masculin,France
http://www.wikidata.org/entity/Q286016,Jacob Ellehammer,masculin,Royaume du Danemark
http://www.wikidata.org/entity/Q315422,Joseph Swan,masculin,Royaume-Uni de Grande-Bretagne et d'Irlande
http://www.wikidata.org/entity/Q314419,Ettore Bugatti,masculin,France
http://www.wikidata.org/entity/Q314419,Ettore Bugatti,masculin,Italie
http://www.wikidata.org/entity/Q314308,John Atanasoff,masculin,États-Unis
http://www.wikidata.org/entity/Q310347,Pavel Soukhoï,masculin,République socialiste soviétique de Biélorussie
http://www.wikidata.org/entity/Q310347,Pavel Soukhoï,masculin,Empire russe
http://www.wikidata.org/entity/Q3041625,Durs Egg,masculin,Suisse
http://www.wikidata.org/entity/Q2922298,Shelford Bidwell,masculin,Royaume-Uni de Grande-Bretagne et d'Irlande
http://www.wikidata.org/entity/Q3099055,Gaston Lapalus,masculin,France
http://www.wikidata.org/entity/Q3128035,Harvey Hubbell,masculin,États-Unis
http://www.wikidata.org/entity/Q3128161,Hassan Kamel Al-Sabbah,masculin,États-Unis
http://www.wikidata.org/entity/Q2908840,Zayn al-Din Gorgani,masculin,califat abbasside
http://www.wikidata.org/entity/Q3101502,George Constantinescu,masculin,Roumanie
http://www.wikidata.org/entity/Q3017421,David Atlas,masculin,États-Unis
http://www.wikidata.org/entity/Q3101716,George Laurer,masculin,États-Unis
http://www.wikidata.org/entity/Q3018520,David Naccache,masculin,Israël
http://www.wikidata.org/entity/Q3018520,David Naccache,masculin,France
http://www.wikidata.org/entity/Q3018520,David Naccache,masculin,Maroc
http://www.wikidata.org/entity/Q2896538,Benoît Gonod,masculin,France
http://www.wikidata.org/entity/Q3045186,Désiré Martin,masculin,France
http://www.wikidata.org/entity/Q3102483,Georges Cloetens,masculin,Belgique
http://www.wikidata.org/entity/Q3102957,Georges Juzan,masculin,France
http://www.wikidata.org/entity/Q2935031,Camille Papin Tissot,masculin,France
http://www.wikidata.org/entity/Q3018726,David Rosen,masculin,États-Unis
http://www.wikidata.org/entity/Q3103159,Georges Maroniez,masculin,France
http://www.wikidata.org/entity/Q3103248,Georges Méker,masculin,France
http://www.wikidata.org/entity/Q2982653,Colin Sullivan,masculin,Australie
http://www.wikidata.org/entity/Q3047705,Edme Régnier,masculin,France
http://www.wikidata.org/entity/Q2964316,Choe Yun-ui,masculin,Goryeo
http://www.wikidata.org/entity/Q3105247,Gianni A. Sarcone,masculin,Italie
http://www.wikidata.org/entity/Q2936956,Hubert Schlafly,masculin,États-Unis
http://www.wikidata.org/entity/Q3020641,Dean Hachamovitch,masculin,États-Unis
http://www.wikidata.org/entity/Q3020668,Dean Wooldridge,masculin,États-Unis
http://www.wikidata.org/entity/Q3101785,George Murray,masculin,Royaume-Uni de Grande-Bretagne et d'Irlande
http://www.wikidata.org/entity/Q3038900,Otto Steiger,masculin,Suisse
http://www.wikidata.org/entity/Q2902710,Yvonne Brill,féminin,États-Unis
http://www.wikidata.org/entity/Q2902710,Yvonne Brill,féminin,Canada
http://www.wikidata.org/entity/Q3051547,Elmar Mock,masculin,Suisse
http://www.wikidata.org/entity/Q2984610,Ezra Cornell,masculin,États-Unis
http://www.wikidata.org/entity/Q2939001,Carl Sontheimer,masculin,États-Unis
http://www.wikidata.org/entity/Q3052274,Émile Lamm,masculin,États-Unis
http://www.wikidata.org/entity/Q3052274,Émile Lamm,masculin,France
http://www.wikidata.org/entity/Q2899554,Bertrand Guillaume Carcel,masculin,France
http://www.wikidata.org/entity/Q3052333,Emilio Herrera Linares,masculin,Espagne
http://www.wikidata.org/entity/Q3105248,Gianni Bettini,masculin,royaume d'Italie
http://www.wikidata.org/entity/Q3111121,John Joseph Montgomery,masculin,États-Unis
http://www.wikidata.org/entity/Q3081252,George Safford Parker,masculin,États-Unis
http://www.wikidata.org/entity/Q2883721,Charles Nelson Pogue,masculin,Canada
http://www.wikidata.org/entity/Q3108164,Giuseppe Zara,masculin,royaume d'Italie
http://www.wikidata.org/entity/Q3083371,François-Guillaume Coëssin,masculin,France
http://www.wikidata.org/entity/Q2902600,Herman Branover,masculin,Israël
http://www.wikidata.org/entity/Q2882580,Willemine van der Woerd,féminin,Royaume des Pays-Bas
http://www.wikidata.org/entity/Q3017576,David Bruce,masculin,États-Unis
http://www.wikidata.org/entity/Q3056425,Eric Tigerstedt,masculin,Finlande
http://www.wikidata.org/entity/Q3115447,Granville Woods,masculin,États-Unis
http://www.wikidata.org/entity/Q3026978,Didier Costes,masculin,France
http://www.wikidata.org/entity/Q2958164,Charles-Joseph Dusaulx,masculin,France
http://www.wikidata.org/entity/Q3115908,Thor Bjørklund,masculin,Norvège
http://www.wikidata.org/entity/Q2918925,Simon Ramo,masculin,États-Unis
http://www.wikidata.org/entity/Q3084298,François Cointeraux,masculin,France
http://www.wikidata.org/entity/Q2903226,Bill Garity,masculin,États-Unis
http://www.wikidata.org/entity/Q3085369,François Mingaud,masculin,France
http://www.wikidata.org/entity/Q3027761,Mahlon Loomis,masculin,États-Unis
http://www.wikidata.org/entity/Q3009124,Cyrille Duquet,masculin,Canada
http://www.wikidata.org/entity/Q3057151,Ernest R. Emerson,masculin,États-Unis
http://www.wikidata.org/entity/Q3057259,Ernesto Cavour,masculin,Bolivie
http://www.wikidata.org/entity/Q3057261,Ernesto Colnago,masculin,Italie
http://www.wikidata.org/entity/Q2958869,Charles Delezenne,masculin,France
http://www.wikidata.org/entity/Q2958935,Charles Donald Bateman,masculin,Canada
http://www.wikidata.org/entity/Q2921156,Vic Hayes,masculin,Indonésie
http://www.wikidata.org/entity/Q2886850,Basile Bouchon,masculin,France
http://www.wikidata.org/entity/Q3087119,Frederick Ingersoll,masculin,États-Unis
http://www.wikidata.org/entity/Q2959097,Charles Franklin Reaugh,masculin,États-Unis
http://www.wikidata.org/entity/Q2959314,Charles Harper Bennett,masculin,Royaume-Uni
http://www.wikidata.org/entity/Q2992345,Aimo Lahti,masculin,Finlande
http://www.wikidata.org/entity/Q2887753,José Moldes Castro,masculin,Espagne
http://www.wikidata.org/entity/Q2960016,Charles Pigeon,masculin,France
