inventor,inventorLabel,genderLabel,birth
http://www.wikidata.org/entity/Q226038,William Cotton,masculin,1819-01-01T00:00:00Z
http://www.wikidata.org/entity/Q227030,Mark Shuttleworth,masculin,1973-09-18T00:00:00Z
http://www.wikidata.org/entity/Q229235,Cai Lun,masculin,0057-01-01T00:00:00Z
http://www.wikidata.org/entity/Q230299,Nellie Bly,féminin,1864-05-05T00:00:00Z
http://www.wikidata.org/entity/Q231861,Berenice Abbott,féminin,1898-07-17T00:00:00Z
http://www.wikidata.org/entity/Q232024,John James Rickard Macleod,masculin,1876-09-06T00:00:00Z
http://www.wikidata.org/entity/Q232149,William Rankine,masculin,1820-07-05T00:00:00Z
http://www.wikidata.org/entity/Q232308,Selman Waksman,masculin,1888-07-22T00:00:00Z
http://www.wikidata.org/entity/Q234145,Giulio Natta,masculin,1903-02-26T00:00:00Z
http://www.wikidata.org/entity/Q235066,Laurie Anderson,féminin,1947-06-05T00:00:00Z
http://www.wikidata.org/entity/Q235553,Arunachalam Muruganantham,masculin,1962-10-12T00:00:00Z
http://www.wikidata.org/entity/Q240633,James Nasmyth,masculin,1808-08-19T00:00:00Z
http://www.wikidata.org/entity/Q241735,Robert Noyce,masculin,1927-12-12T00:00:00Z
http://www.wikidata.org/entity/Q243442,Leo Baekeland,masculin,1863-11-14T00:00:00Z
http://www.wikidata.org/entity/Q243601,Peter Mansfield,masculin,1933-10-09T00:00:00Z
http://www.wikidata.org/entity/Q245774,John Stevens,masculin,1749-06-26T00:00:00Z
http://www.wikidata.org/entity/Q247603,Zénobe Gramme,masculin,1826-04-04T00:00:00Z
http://www.wikidata.org/entity/Q248935,Stefan Bryła,masculin,1886-08-17T00:00:00Z
http://www.wikidata.org/entity/Q250525,Pál Selényi,masculin,1884-11-17T00:00:00Z
http://www.wikidata.org/entity/Q250936,Gaston Planté,masculin,1834-04-22T00:00:00Z
http://www.wikidata.org/entity/Q250987,Robert L. Stevens,masculin,1787-10-18T00:00:00Z
http://www.wikidata.org/entity/Q251051,Erik Wallenberg,masculin,1915-12-25T00:00:00Z
http://www.wikidata.org/entity/Q251738,Fausto Veranzio,masculin,1551-01-11T00:00:00Z
http://www.wikidata.org/entity/Q251938,Horatio Allen,masculin,1802-05-10T00:00:00Z
http://www.wikidata.org/entity/Q252041,Wolfgang von Kempelen,masculin,1734-01-23T00:00:00Z
http://www.wikidata.org/entity/Q252130,Kari Mannerla,masculin,1930-01-09T00:00:00Z
http://www.wikidata.org/entity/Q252142,Ányos Jedlik,masculin,1800-01-11T00:00:00Z
http://www.wikidata.org/entity/Q252311,Farkas Bolyai,masculin,1775-02-09T00:00:00Z
http://www.wikidata.org/entity/Q252726,Vitali Sevastianov,masculin,1935-07-08T00:00:00Z
http://www.wikidata.org/entity/Q252785,Kōnosuke Matsushita,masculin,1894-11-27T00:00:00Z
http://www.wikidata.org/entity/Q254305,John Robert Gregg,masculin,1867-06-17T00:00:00Z
http://www.wikidata.org/entity/Q256928,Felix Zandman,masculin,1928-05-07T00:00:00Z
http://www.wikidata.org/entity/Q257879,Lev Artsimovitch,masculin,1909-02-25T00:00:00Z
http://www.wikidata.org/entity/Q258935,David Bushnell,masculin,1742-08-30T00:00:00Z
http://www.wikidata.org/entity/Q262077,Nandor Balazs,masculin,1926-07-07T00:00:00Z
http://www.wikidata.org/entity/Q262367,George Westinghouse,masculin,1846-10-06T00:00:00Z
http://www.wikidata.org/entity/Q262399,Les Paul,masculin,1915-06-09T00:00:00Z
http://www.wikidata.org/entity/Q262967,Lajos Martin,masculin,1827-08-30T00:00:00Z
http://www.wikidata.org/entity/Q265310,Mostafa El-Sayed,masculin,1933-05-08T00:00:00Z
http://www.wikidata.org/entity/Q270085,Shen Kuo,masculin,1031-01-01T00:00:00Z
http://www.wikidata.org/entity/Q270262,Ana Aslan,féminin,1897-01-01T00:00:00Z
http://www.wikidata.org/entity/Q271956,Nikolaï Joukovski,masculin,1847-01-17T00:00:00Z
http://www.wikidata.org/entity/Q273314,Antonio Meucci,masculin,1808-04-13T00:00:00Z
http://www.wikidata.org/entity/Q273869,Édouard-Léon Scott de Martinville,masculin,1817-04-25T00:00:00Z
http://www.wikidata.org/entity/Q274255,Édouard Bénédictus,masculin,1878-06-29T00:00:00Z
http://www.wikidata.org/entity/Q275381,Filoteo Alberini,masculin,1865-03-14T00:00:00Z
http://www.wikidata.org/entity/Q275381,Filoteo Alberini,masculin,1867-03-14T00:00:00Z
http://www.wikidata.org/entity/Q276286,Boris Rosing,masculin,1869-05-05T00:00:00Z
http://www.wikidata.org/entity/Q277559,Victor Makeïev,masculin,1924-10-25T00:00:00Z
http://www.wikidata.org/entity/Q277579,James Dewar,masculin,1842-09-20T00:00:00Z
http://www.wikidata.org/entity/Q278414,Benjamin Goodrich,masculin,1841-11-04T00:00:00Z
http://www.wikidata.org/entity/Q280301,Igor Volk,masculin,1937-04-12T00:00:00Z
http://www.wikidata.org/entity/Q280930,Eli Whitney,masculin,1765-12-08T00:00:00Z
http://www.wikidata.org/entity/Q282823,Tivadar Puskás,masculin,1844-09-17T00:00:00Z
http://www.wikidata.org/entity/Q283905,Peter Durand,masculin,1766-10-21T00:00:00Z
http://www.wikidata.org/entity/Q284088,Juris Upatnieks,masculin,1936-05-07T00:00:00Z
http://www.wikidata.org/entity/Q285283,Robert W. Gore,masculin,1937-04-15T00:00:00Z
http://www.wikidata.org/entity/Q286016,Jacob Ellehammer,masculin,1871-06-14T00:00:00Z
http://www.wikidata.org/entity/Q286094,Émile Lossé,masculin,1900-01-01T00:00:00Z
http://www.wikidata.org/entity/Q286445,Émile Reynaud,masculin,1844-12-08T00:00:00Z
http://www.wikidata.org/entity/Q286469,Sergio Pininfarina,masculin,1926-09-08T00:00:00Z
http://www.wikidata.org/entity/Q286976,Gridley Bryant,masculin,1789-01-01T00:00:00Z
http://www.wikidata.org/entity/Q287121,Bernard de Neumann,masculin,1943-12-15T00:00:00Z
http://www.wikidata.org/entity/Q288111,Jabir Ibn Aflah,masculin,1100-01-01T00:00:00Z
http://www.wikidata.org/entity/Q289023,Robert H. Dennard,masculin,1932-09-05T00:00:00Z
http://www.wikidata.org/entity/Q289217,Étienne-Jules Marey,masculin,1830-03-05T00:00:00Z
http://www.wikidata.org/entity/Q289631,Norman Selfe,masculin,1839-12-09T00:00:00Z
http://www.wikidata.org/entity/Q290125,Ephraim Shay,masculin,1839-07-17T00:00:00Z
http://www.wikidata.org/entity/Q290198,Nayef bin Mamdouh bin Abdulaziz Al Saud,masculin,1971-01-01T00:00:00Z
http://www.wikidata.org/entity/Q290853,Craig Johnston,masculin,1960-06-25T00:00:00Z
http://www.wikidata.org/entity/Q294153,Richard Arkwright,masculin,1732-12-23T00:00:00Z
http://www.wikidata.org/entity/Q294234,Trofim Lyssenko,masculin,1898-09-29T00:00:00Z
http://www.wikidata.org/entity/Q296545,Vladimir Zworykin,masculin,1888-07-29T00:00:00Z
http://www.wikidata.org/entity/Q296898,George Washington Carver,masculin,1864-01-01T00:00:00Z
http://www.wikidata.org/entity/Q297469,Leo Fender,masculin,1909-08-10T00:00:00Z
http://www.wikidata.org/entity/Q298341,Ray Kurzweil,masculin,1948-02-12T00:00:00Z
http://www.wikidata.org/entity/Q298581,Jules Janssen,masculin,1824-02-22T00:00:00Z
http://www.wikidata.org/entity/Q298766,Louis Renault,masculin,1877-02-12T00:00:00Z
http://www.wikidata.org/entity/Q299565,William Henry Fox Talbot,masculin,1800-02-11T00:00:00Z
http://www.wikidata.org/entity/Q299595,Vannevar Bush,masculin,1890-03-11T00:00:00Z
http://www.wikidata.org/entity/Q299723,Howard Aiken,masculin,1900-03-08T00:00:00Z
http://www.wikidata.org/entity/Q301597,Q301597,masculin,1655-05-04T00:00:00Z
http://www.wikidata.org/entity/Q302749,Charles Seeberger,masculin,1857-05-14T00:00:00Z
http://www.wikidata.org/entity/Q305975,Abbas Ibn Firnas,masculin,0810-01-01T00:00:00Z
http://www.wikidata.org/entity/Q310201,Henry Bessemer,masculin,1813-01-19T00:00:00Z
http://www.wikidata.org/entity/Q310347,Pavel Soukhoï,masculin,1895-07-22T00:00:00Z
http://www.wikidata.org/entity/Q310594,Ignacy Mościcki,masculin,1867-12-01T00:00:00Z
http://www.wikidata.org/entity/Q310720,Thomas Savery,masculin,1650-01-01T00:00:00Z
http://www.wikidata.org/entity/Q310833,Joseph Marie Jacquard,masculin,1752-07-07T00:00:00Z
http://www.wikidata.org/entity/Q311491,William Oughtred,masculin,1574-05-15T00:00:00Z
http://www.wikidata.org/entity/Q311814,Giovanni Alfonso Borelli,masculin,1608-01-28T00:00:00Z
http://www.wikidata.org/entity/Q312011,Isaac Merritt Singer,masculin,1811-10-27T00:00:00Z
http://www.wikidata.org/entity/Q312017,Stephen Hales,masculin,1677-09-17T00:00:00Z
http://www.wikidata.org/entity/Q312073,Warner Baxter,masculin,1889-03-29T00:00:00Z
http://www.wikidata.org/entity/Q4233108,Q4233108,masculin,1778-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4233544,Q4233544,masculin,1913-06-16T00:00:00Z
http://www.wikidata.org/entity/Q4238320,Q4238320,masculin,1943-02-05T00:00:00Z
http://www.wikidata.org/entity/Q4245674,Emory Cook,masculin,1913-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4247599,Leonid Kupriyanovich,masculin,1929-07-14T00:00:00Z
http://www.wikidata.org/entity/Q4251909,Nicolas-Hippolyte Labrousse,masculin,1807-07-17T00:00:00Z
http://www.wikidata.org/entity/Q4254767,David Laskov,masculin,1903-09-19T00:00:00Z
http://www.wikidata.org/entity/Q4257569,Mikhail Leitman,masculin,1937-01-14T00:00:00Z
http://www.wikidata.org/entity/Q4257572,Q4257572,masculin,1864-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4261079,Q4261079,masculin,1839-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4261079,Q4261079,masculin,1840-05-16T00:00:00Z
http://www.wikidata.org/entity/Q4264505,Q4264505,masculin,1873-10-04T00:00:00Z
http://www.wikidata.org/entity/Q4269178,Q4269178,masculin,1937-10-18T00:00:00Z
http://www.wikidata.org/entity/Q4272245,Auguste Lumière,masculin,1862-10-19T00:00:00Z
http://www.wikidata.org/entity/Q4272258,Q4272258,masculin,1872-03-05T00:00:00Z
http://www.wikidata.org/entity/Q4273363,Frances Arnold,féminin,1956-07-25T00:00:00Z
http://www.wikidata.org/entity/Q4275619,Frank Edward McGurrin,masculin,1861-04-02T00:00:00Z
http://www.wikidata.org/entity/Q4280398,Édouard Mangeot,masculin,1835-04-24T00:00:00Z
http://www.wikidata.org/entity/Q4281195,Anatoli Marguélov,masculin,1938-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4281218,Q4281218,masculin,1906-02-11T00:00:00Z
http://www.wikidata.org/entity/Q4284021,Q4284021,masculin,1938-06-15T00:00:00Z
http://www.wikidata.org/entity/Q4285627,Henryk Machalski,masculin,1835-12-24T00:00:00Z
http://www.wikidata.org/entity/Q4285908,Q4285908,masculin,1920-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4288804,Q4288804,masculin,1902-07-24T00:00:00Z
http://www.wikidata.org/entity/Q4307021,Edward Mulyukov,masculin,1937-12-20T00:00:00Z
http://www.wikidata.org/entity/Q4307679,Fyodor Muravchenko,masculin,1929-03-18T00:00:00Z
http://www.wikidata.org/entity/Q4308167,Mikhail Muromov,masculin,1950-11-18T00:00:00Z
http://www.wikidata.org/entity/Q4319907,Q4319907,masculin,1908-07-15T00:00:00Z
http://www.wikidata.org/entity/Q4319910,Q4319910,masculin,1902-01-07T00:00:00Z
http://www.wikidata.org/entity/Q4321124,Q4321124,masculin,1650-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4327069,Q4327069,masculin,1888-08-16T00:00:00Z
http://www.wikidata.org/entity/Q4340155,Johann Georg Ottensteiner,masculin,1815-02-09T00:00:00Z
http://www.wikidata.org/entity/Q4351437,Steve Perlman,masculin,2000-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4354115,Hudson Maxim,masculin,1853-02-03T00:00:00Z
http://www.wikidata.org/entity/Q4354432,Hans Gude Gudesen,masculin,1950-03-06T00:00:00Z
http://www.wikidata.org/entity/Q4357607,Edmund Zalinski,masculin,1849-12-13T00:00:00Z
http://www.wikidata.org/entity/Q4365186,Q4365186,masculin,1926-05-10T00:00:00Z
http://www.wikidata.org/entity/Q4367390,Q4367390,masculin,1873-03-05T00:00:00Z
http://www.wikidata.org/entity/Q4372416,Q4372416,masculin,1910-09-11T00:00:00Z
http://www.wikidata.org/entity/Q4372600,Q4372600,masculin,1914-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4374958,Q4374958,masculin,1882-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4375650,Q4375650,masculin,1758-06-07T00:00:00Z
http://www.wikidata.org/entity/Q4384022,Rudolf Gundlach,masculin,1892-03-28T00:00:00Z
http://www.wikidata.org/entity/Q4386713,Q4386713,masculin,1918-08-01T00:00:00Z
http://www.wikidata.org/entity/Q4391333,Q4391333,masculin,1812-11-19T00:00:00Z
http://www.wikidata.org/entity/Q4394856,Q4394856,masculin,1852-01-10T00:00:00Z
http://www.wikidata.org/entity/Q4396913,Antoine Raucourt,masculin,1789-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4397162,Q4397162,masculin,1864-01-25T00:00:00Z
http://www.wikidata.org/entity/Q4401017,John Karlin,masculin,1918-02-28T00:00:00Z
http://www.wikidata.org/entity/Q4403414,Q4403414,masculin,1746-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4403764,Q4403764,masculin,1914-03-01T00:00:00Z
http://www.wikidata.org/entity/Q4407405,Q4407405,masculin,1932-02-26T00:00:00Z
http://www.wikidata.org/entity/Q4409175,Aleksandr Saushin,masculin,1949-04-20T00:00:00Z
http://www.wikidata.org/entity/Q4409273,Q4409273,masculin,1800-12-26T00:00:00Z
http://www.wikidata.org/entity/Q4409525,Danylo Sakhnenko,masculin,1875-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4413485,Vasiliy Petrovitsj Seleznjov,masculin,1919-04-09T00:00:00Z
http://www.wikidata.org/entity/Q4419207,Vyacheslav Ivanovich Silin,masculin,1907-02-22T00:00:00Z
http://www.wikidata.org/entity/Q4419743,Vladimir Simonov,masculin,1935-08-17T00:00:00Z
http://www.wikidata.org/entity/Q4420787,Q4420787,masculin,1888-02-19T00:00:00Z
http://www.wikidata.org/entity/Q4431268,Q4431268,masculin,1903-12-17T00:00:00Z
http://www.wikidata.org/entity/Q4439304,Agostino Gerli,masculin,1744-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4443801,Q4443801,féminin,1912-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4449621,Q4449621,masculin,1903-10-01T00:00:00Z
http://www.wikidata.org/entity/Q4452070,Q4452070,masculin,1880-10-27T00:00:00Z
http://www.wikidata.org/entity/Q4454183,Q4454183,masculin,1939-07-02T00:00:00Z
http://www.wikidata.org/entity/Q4454194,Q4454194,masculin,1828-02-01T00:00:00Z
http://www.wikidata.org/entity/Q4457782,Iossif Timtchenko,masculin,1852-04-26T00:00:00Z
http://www.wikidata.org/entity/Q4462252,Q4462252,masculin,1914-11-11T00:00:00Z
http://www.wikidata.org/entity/Q4477075,John Leslie Urquhart,masculin,1874-04-11T00:00:00Z
http://www.wikidata.org/entity/Q4477478,Q4477478,masculin,1936-09-07T00:00:00Z
http://www.wikidata.org/entity/Q4479142,Q4479142,masculin,1880-11-24T00:00:00Z
http://www.wikidata.org/entity/Q4479781,William Bell Wait,masculin,1839-03-25T00:00:00Z
http://www.wikidata.org/entity/Q4482079,Q4482079,masculin,1909-10-31T00:00:00Z
http://www.wikidata.org/entity/Q4491238,Henry Fleuss,masculin,1851-06-13T00:00:00Z
http://www.wikidata.org/entity/Q4492304,Daniel Fry,masculin,1908-07-19T00:00:00Z
http://www.wikidata.org/entity/Q4492434,Q4492434,masculin,1905-08-03T00:00:00Z
http://www.wikidata.org/entity/Q4492584,Q4492584,masculin,1844-03-24T00:00:00Z
http://www.wikidata.org/entity/Q4492599,Michail Freidenberg,masculin,1858-01-21T00:00:00Z
http://www.wikidata.org/entity/Q4492928,Q4492928,masculin,1726-07-10T00:00:00Z
http://www.wikidata.org/entity/Q4493912,Q4493912,masculin,1872-02-16T00:00:00Z
http://www.wikidata.org/entity/Q4497898,Basil Hirschowitz,masculin,1925-05-29T00:00:00Z
http://www.wikidata.org/entity/Q4506337,Q4506337,masculin,1908-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4508392,Q4508392,masculin,1771-05-19T00:00:00Z
http://www.wikidata.org/entity/Q4509584,Helena Perpenti,féminin,1764-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4519613,Jan Szal,masculin,1899-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4519991,Leonty Shamshurenkov,masculin,1687-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4521068,Q4521068,masculin,1953-07-21T00:00:00Z
http://www.wikidata.org/entity/Q4521843,Q4521843,masculin,1937-02-15T00:00:00Z
http://www.wikidata.org/entity/Q4525013,Q4525013,masculin,1955-09-26T00:00:00Z
http://www.wikidata.org/entity/Q4525584,Q4525584,masculin,1885-12-28T00:00:00Z
http://www.wikidata.org/entity/Q4526039,Evgeny Sholpo,masculin,1891-04-23T00:00:00Z
http://www.wikidata.org/entity/Q4526166,Q4526166,masculin,1890-12-05T00:00:00Z
http://www.wikidata.org/entity/Q4531819,Q4531819,masculin,1930-03-25T00:00:00Z
http://www.wikidata.org/entity/Q4531820,Q4531820,masculin,1902-08-09T00:00:00Z
http://www.wikidata.org/entity/Q4534885,Jerzy Rohatyniec,masculin,1550-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4539964,Q4539964,masculin,1941-10-02T00:00:00Z
http://www.wikidata.org/entity/Q4541784,John H. Hall,masculin,1781-01-04T00:00:00Z
http://www.wikidata.org/entity/Q4647580,Q4647580,masculin,1879-12-01T00:00:00Z
http://www.wikidata.org/entity/Q4647840,Q4647840,masculin,1825-11-18T00:00:00Z
http://www.wikidata.org/entity/Q4664195,Q4664195,masculin,1844-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6525664,Leonard Reiffel,masculin,1927-09-30T00:00:00Z
http://www.wikidata.org/entity/Q6530624,Leslie Ballamy,masculin,1903-12-28T00:00:00Z
http://www.wikidata.org/entity/Q6531096,Ōno Benkichi,masculin,1801-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6531954,Lester Shubin,masculin,1925-09-27T00:00:00Z
http://www.wikidata.org/entity/Q6535330,Q6535330,masculin,1799-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6535725,Levitt Luzern Custer,masculin,1888-07-27T00:00:00Z
http://www.wikidata.org/entity/Q6536642,Lewis H. Nash,masculin,1852-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6536667,Lewis Haslam,masculin,1856-04-25T00:00:00Z
http://www.wikidata.org/entity/Q6538928,Li Kuei-Hsien,masculin,1937-06-19T00:00:00Z
http://www.wikidata.org/entity/Q6554504,Linn Boyd Benton,masculin,1844-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6555709,Lionel Lukin,masculin,1742-05-18T00:00:00Z
http://www.wikidata.org/entity/Q6593374,Miomir Vukobratović,masculin,1931-12-26T00:00:00Z
http://www.wikidata.org/entity/Q6633174,Alexander Zarchin,masculin,1897-01-02T00:00:00Z
http://www.wikidata.org/entity/Q6662778,Q6662778,masculin,1953-01-31T00:00:00Z
http://www.wikidata.org/entity/Q6666538,Loebe Julie,masculin,1920-12-10T00:00:00Z
http://www.wikidata.org/entity/Q6674724,Lonnie Johnson,masculin,1949-10-06T00:00:00Z
http://www.wikidata.org/entity/Q6680802,Lorenzo Ponza,masculin,1918-02-15T00:00:00Z
http://www.wikidata.org/entity/Q6681073,Lori Greiner,féminin,1969-12-09T00:00:00Z
http://www.wikidata.org/entity/Q6681683,Lorraine Rothman,féminin,1932-01-12T00:00:00Z
http://www.wikidata.org/entity/Q6687109,Q6687109,masculin,1844-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6687785,Louis Marx,masculin,1896-08-11T00:00:00Z
http://www.wikidata.org/entity/Q6688400,Louis Wollbrinck,masculin,1867-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6697137,Lucien Stephen Crandall,masculin,1844-05-04T00:00:00Z
http://www.wikidata.org/entity/Q6700532,Luis F. Álvarez,masculin,1853-01-04T00:00:00Z
http://www.wikidata.org/entity/Q6701213,Luis Zambrano,masculin,1901-05-01T00:00:00Z
http://www.wikidata.org/entity/Q6705491,Luther Blount,masculin,1916-09-05T00:00:00Z
http://www.wikidata.org/entity/Q6708087,Lyman Reed Blake,masculin,1835-08-24T00:00:00Z
http://www.wikidata.org/entity/Q6709190,Lynn Beedle,masculin,1917-12-07T00:00:00Z
http://www.wikidata.org/entity/Q6710095,Q6710095,masculin,1810-09-02T00:00:00Z
http://www.wikidata.org/entity/Q6712724,M. Jeff Thompson,masculin,1826-01-22T00:00:00Z
http://www.wikidata.org/entity/Q6713170,Stephen Heilman,masculin,1933-12-25T00:00:00Z
http://www.wikidata.org/entity/Q6732066,Magnus Bjorndal,masculin,1899-09-13T00:00:00Z
http://www.wikidata.org/entity/Q6742585,Malcolm Renfrew,masculin,1910-10-12T00:00:00Z
http://www.wikidata.org/entity/Q6748484,Manfred Clynes,masculin,1925-08-14T00:00:00Z
http://www.wikidata.org/entity/Q6755606,Q6755606,masculin,1936-07-01T00:00:00Z
http://www.wikidata.org/entity/Q6755798,Marc Prensky,masculin,1946-03-15T00:00:00Z
http://www.wikidata.org/entity/Q6756142,Q6756142,masculin,1894-02-12T00:00:00Z
http://www.wikidata.org/entity/Q6762361,Mariano Martinez,masculin,1944-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6764897,Q6764897,masculin,1904-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6766211,Marjorie Abbatt,féminin,1899-03-18T00:00:00Z
http://www.wikidata.org/entity/Q6766291,Marjorie Joyner,féminin,1896-10-24T00:00:00Z
http://www.wikidata.org/entity/Q6766662,Mark Barr,masculin,1871-05-18T00:00:00Z
http://www.wikidata.org/entity/Q6766665,Mark Barron,masculin,1958-01-15T00:00:00Z
http://www.wikidata.org/entity/Q6767040,Mark Champkins,masculin,1977-04-25T00:00:00Z
http://www.wikidata.org/entity/Q6767721,Mark Gardner,masculin,1955-09-21T00:00:00Z
http://www.wikidata.org/entity/Q6768710,Mark Malamud,masculin,1960-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6769230,Mark Pesce,masculin,1962-12-08T00:00:00Z
http://www.wikidata.org/entity/Q6769676,Mark Serrurier,masculin,1904-05-12T00:00:00Z
http://www.wikidata.org/entity/Q6771137,Marko Godina,masculin,1943-04-15T00:00:00Z
http://www.wikidata.org/entity/Q6773481,Marshall B. Lloyd,masculin,1858-03-10T00:00:00Z
http://www.wikidata.org/entity/Q6775845,Q6775845,masculin,1915-06-14T00:00:00Z
http://www.wikidata.org/entity/Q6778426,Marvin Middlemark,masculin,1919-09-16T00:00:00Z
http://www.wikidata.org/entity/Q6778485,Q6778485,masculin,1842-04-04T00:00:00Z
http://www.wikidata.org/entity/Q6779130,Mary Brush,féminin,1701-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6779696,Mary Hallock-Greenewalt,féminin,1871-09-08T00:00:00Z
http://www.wikidata.org/entity/Q6787408,Matias Duarte,masculin,1973-01-30T00:00:00Z
http://www.wikidata.org/entity/Q6791148,Matthew Robinson Boulton,masculin,1770-08-08T00:00:00Z
http://www.wikidata.org/entity/Q6793538,Maurice Wilks,masculin,1904-08-19T00:00:00Z
http://www.wikidata.org/entity/Q6794737,Max Factor,masculin,1904-08-18T00:00:00Z
http://www.wikidata.org/entity/Q6794970,Max Levy,masculin,1857-03-09T00:00:00Z
http://www.wikidata.org/entity/Q6796258,Q6796258,féminin,2000-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6809704,Q6809704,masculin,1815-06-17T00:00:00Z
http://www.wikidata.org/entity/Q6813899,Q6813899,masculin,1843-09-25T00:00:00Z
http://www.wikidata.org/entity/Q6815514,Q6815514,masculin,1951-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6818986,Meredith Thring,masculin,1915-12-17T00:00:00Z
http://www.wikidata.org/entity/Q6831326,Michael I. Yarymovych,masculin,1933-10-13T00:00:00Z
http://www.wikidata.org/entity/Q6831501,Michael J. Saylor,masculin,1965-02-04T00:00:00Z
http://www.wikidata.org/entity/Q6832208,Michael Leshing,masculin,1882-11-15T00:00:00Z
http://www.wikidata.org/entity/Q6834499,Michael Sokolski,masculin,1926-09-25T00:00:00Z
http://www.wikidata.org/entity/Q6834669,Michael Stroukoff,masculin,1883-02-10T00:00:00Z
http://www.wikidata.org/entity/Q6835180,Michael Walker,masculin,1949-03-02T00:00:00Z
http://www.wikidata.org/entity/Q6836610,Michel Vulpe,masculin,1952-12-08T00:00:00Z
http://www.wikidata.org/entity/Q6837925,Michio Suzuki,masculin,1887-02-18T00:00:00Z
http://www.wikidata.org/entity/Q6838634,Mickey Finn,masculin,1938-06-21T00:00:00Z
http://www.wikidata.org/entity/Q6847479,Mike Keith,masculin,1955-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6850561,Milan Hudecek,masculin,1954-01-09T00:00:00Z
http://www.wikidata.org/entity/Q6860314,Milo Hastings,masculin,1884-06-28T00:00:00Z
http://www.wikidata.org/entity/Q6861114,Milton Gunzburg,masculin,1910-02-08T00:00:00Z
http://www.wikidata.org/entity/Q6861410,Milton Reynolds,masculin,1892-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6871371,Miodrag Radulovacki,masculin,1933-04-28T00:00:00Z
http://www.wikidata.org/entity/Q6873283,Miriam Benjamin,féminin,1861-09-16T00:00:00Z
http://www.wikidata.org/entity/Q6873945,Miroslav Hajn,masculin,1894-09-21T00:00:00Z
http://www.wikidata.org/entity/Q6880145,Mister Jalopy,masculin,1901-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6880789,Mitch Altman,masculin,1956-12-22T00:00:00Z
http://www.wikidata.org/entity/Q6891854,Mohammad Ataul Karim,masculin,1953-05-04T00:00:00Z
http://www.wikidata.org/entity/Q6892147,Mohammad Khorrami,masculin,1966-10-04T00:00:00Z
http://www.wikidata.org/entity/Q6898486,Moncena Dunn,masculin,1867-10-15T00:00:00Z
http://www.wikidata.org/entity/Q6912403,Q6912403,masculin,1838-03-12T00:00:00Z
http://www.wikidata.org/entity/Q6913896,Morris Schwartz,masculin,1901-04-03T00:00:00Z
http://www.wikidata.org/entity/Q6914872,Morton Heilig,masculin,1926-12-22T00:00:00Z
http://www.wikidata.org/entity/Q6916052,Q6916052,masculin,1970-08-07T00:00:00Z
http://www.wikidata.org/entity/Q6916151,Moshe Rudolf Bloch,masculin,1902-08-02T00:00:00Z
http://www.wikidata.org/entity/Q6919192,Mounir Laroussi,masculin,1955-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6933729,Mulalo Doyoyo,masculin,1970-08-13T00:00:00Z
http://www.wikidata.org/entity/Q6955276,Q6955276,masculin,1932-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6968182,Natalie Jeremijenko,féminin,1966-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6968858,Nathan Ames,masculin,1826-11-17T00:00:00Z
http://www.wikidata.org/entity/Q6969482,Q6969482,masculin,1883-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6969494,Nathaniel Baldwin,masculin,1878-12-01T00:00:00Z
http://www.wikidata.org/entity/Q6969657,Nathaniel Hayward,masculin,1808-01-19T00:00:00Z
